abn,remuneration_quartile,reporting_period,avg_total_remuneration
13622319794,Lower quartile,2023 - 24,"70,000.00"
13620258960,Upper quartile,2023 - 24,"151,000.00"
13620258960,Upper middle quartile,2023 - 24,"80,000.00"
13620258960,Total workforce,2023 - 24,"88,000.00"
13620258960,Lower quartile,2023 - 24,"56,000.00"
13620258960,Lower middle quartile,2023 - 24,"66,000.00"
13619180424,Lower middle quartile,2024 - 25,"69,000.00"
13619180424,Upper quartile,2023 - 24,"120,000.00"
13619180424,Upper middle quartile,2023 - 24,"79,000.00"
13619180424,Total workforce,2023 - 24,"81,000.00"
13619180424,Lower quartile,2023 - 24,"59,000.00"
13619136748,Lower middle quartile,2024 - 25,"144,000.00"
13619136748,Upper quartile,2023 - 24,"317,000.00"
13619136748,Upper middle quartile,2023 - 24,"179,000.00"
13619136748,Total workforce,2023 - 24,"180,000.00"
13619136748,Lower quartile,2023 - 24,"97,000.00"
13617871539,Lower middle quartile,2024 - 25,"157,000.00"
13617871539,Upper quartile,2023 - 24,"325,000.00"
13617871539,Upper middle quartile,2023 - 24,"189,000.00"
13617871539,Total workforce,2023 - 24,"194,000.00"
13617871539,Lower quartile,2023 - 24,"113,000.00"
13615087931,Lower middle quartile,2024 - 25,"114,000.00"
13615087931,Upper quartile,2023 - 24,"274,000.00"
13615087931,Upper middle quartile,2023 - 24,"156,000.00"
13615087931,Total workforce,2023 - 24,"153,000.00"
13615087931,Lower quartile,2023 - 24,"75,000.00"
13613954368,Lower middle quartile,2024 - 25,"97,000.00"
13613954368,Upper quartile,2023 - 24,"298,000.00"
13613954368,Upper middle quartile,2023 - 24,"122,000.00"
13613954368,Total workforce,2023 - 24,"145,000.00"
13613954368,Lower quartile,2023 - 24,"71,000.00"
13603658895,Lower middle quartile,2024 - 25,"110,000.00"
13603658895,Upper quartile,2023 - 24,"195,000.00"
13603658895,Upper middle quartile,2023 - 24,"128,000.00"
13603658895,Total workforce,2023 - 24,"127,000.00"
13603658895,Lower quartile,2023 - 24,"81,000.00"
13602848831,Lower middle quartile,2024 - 25,"44,000.00"
13602848831,Upper quartile,2023 - 24,"76,000.00"
13602848831,Upper middle quartile,2023 - 24,"62,000.00"
13602848831,Total workforce,2023 - 24,"53,000.00"
13602848831,Lower quartile,2023 - 24,"34,000.00"
13601532996,Lower middle quartile,2024 - 25,"130,000.00"
13601532996,Upper quartile,2023 - 24,"141,000.00"
13601532996,Upper middle quartile,2023 - 24,"112,000.00"
13601532996,Total workforce,2023 - 24,"104,000.00"
13601532996,Lower quartile,2023 - 24,"79,000.00"
13600188396,Lower middle quartile,2024 - 25,"194,000.00"
13600188396,Upper quartile,2023 - 24,"339,000.00"
13600188396,Upper middle quartile,2023 - 24,"270,000.00"
13600188396,Total workforce,2023 - 24,"230,000.00"
13600188396,Lower quartile,2023 - 24,"118,000.00"
13490290632,Lower middle quartile,2024 - 25,"72,000.00"
13490290632,Upper quartile,2023 - 24,"114,000.00"
13490290632,Upper middle quartile,2023 - 24,"80,000.00"
13490290632,Total workforce,2023 - 24,"82,000.00"
13490290632,Lower quartile,2023 - 24,"63,000.00"
13481290786,Lower middle quartile,2024 - 25,"71,000.00"
13481290786,Upper quartile,2023 - 24,"99,000.00"
13481290786,Upper middle quartile,2024 - 25,"71,000.00"
13481290786,Total workforce,2023 - 24,"74,000.00"
13481290786,Lower quartile,2023 - 24,"62,000.00"
13322464749,Lower middle quartile,2024 - 25,"73,000.00"
13322464749,Upper quartile,2023 - 24,"106,000.00"
13322464749,Upper middle quartile,2023 - 24,"76,000.00"
13322464749,Total workforce,2023 - 24,"77,000.00"
13322464749,Lower quartile,2023 - 24,"59,000.00"
13306380240,Upper quartile,2023 - 24,"89,000.00"
13306380240,Upper middle quartile,2023 - 24,"70,000.00"
13306380240,Total workforce,2023 - 24,"68,000.00"
13306380240,Lower quartile,2023 - 24,"47,000.00"
13306380240,Lower middle quartile,2023 - 24,"66,000.00"
13181187363,Lower middle quartile,2024 - 25,"74,000.00"
13181187363,Upper quartile,2023 - 24,"122,000.00"
13181187363,Upper middle quartile,2023 - 24,"78,000.00"
13181187363,Total workforce,2023 - 24,"84,000.00"
13181187363,Lower quartile,2023 - 24,"62,000.00"
13178422957,Lower middle quartile,2024 - 25,"57,000.00"
13160259512,Lower middle quartile,2024 - 25,"93,000.00"
13160259512,Upper quartile,2023 - 24,"124,000.00"
13160259512,Upper middle quartile,2023 - 24,"98,000.00"
13160259512,Total workforce,2023 - 24,"92,000.00"
13160259512,Lower quartile,2023 - 24,"63,000.00"
13159590986,Lower middle quartile,2024 - 25,"73,000.00"
13156517323,Lower middle quartile,2024 - 25,"165,000.00"
13156517323,Upper quartile,2023 - 24,"318,000.00"
13156517323,Upper middle quartile,2023 - 24,"195,000.00"
13156517323,Total workforce,2023 - 24,"195,000.00"
13156517323,Lower quartile,2023 - 24,"110,000.00"
13155397541,Lower middle quartile,2024 - 25,"162,000.00"
13155397541,Upper quartile,2023 - 24,"263,000.00"
13155397541,Upper middle quartile,2023 - 24,"210,000.00"
13155397541,Total workforce,2023 - 24,"176,000.00"
13155397541,Lower quartile,2023 - 24,"80,000.00"
13152438152,Upper quartile,2023 - 24,"205,000.00"
13152438152,Upper middle quartile,2023 - 24,"77,000.00"
13152438152,Total workforce,2023 - 24,"105,000.00"
13152438152,Lower quartile,2023 - 24,"67,000.00"
13152438152,Lower middle quartile,2023 - 24,"71,000.00"
13151891413,Lower middle quartile,2024 - 25,"83,000.00"
13151891413,Upper quartile,2023 - 24,"100,000.00"
13151891413,Upper middle quartile,2023 - 24,"83,000.00"
13151891413,Total workforce,2023 - 24,"83,000.00"
13151891413,Lower quartile,2023 - 24,"69,000.00"
13149438371,Lower middle quartile,2024 - 25,"92,000.00"
13149438371,Upper quartile,2023 - 24,"121,000.00"
13149438371,Upper middle quartile,2023 - 24,"101,000.00"
13149438371,Total workforce,2023 - 24,"95,000.00"
13149438371,Lower quartile,2023 - 24,"71,000.00"
13144682413,Lower middle quartile,2024 - 25,"123,000.00"
13144682413,Upper quartile,2023 - 24,"203,000.00"
13144682413,Upper middle quartile,2023 - 24,"132,000.00"
13144682413,Total workforce,2023 - 24,"138,000.00"
13144682413,Lower quartile,2023 - 24,"100,000.00"
13138868756,Lower quartile,2024 - 25,"98,000.00"
13138868756,Lower middle quartile,2024 - 25,"112,000.00"
13138868756,Upper quartile,2023 - 24,"159,000.00"
13138868756,Upper middle quartile,2023 - 24,"118,000.00"
13138868756,Total workforce,2023 - 24,"117,000.00"
13134120353,Lower middle quartile,2024 - 25,"146,000.00"
13134120353,Upper quartile,2023 - 24,"282,000.00"
13134120353,Upper middle quartile,2023 - 24,"194,000.00"
13134120353,Total workforce,2023 - 24,"174,000.00"
13134120353,Lower quartile,2023 - 24,"85,000.00"
13130782802,Lower middle quartile,2024 - 25,"58,000.00"
13130782802,Upper quartile,2023 - 24,"96,000.00"
13130782802,Upper middle quartile,2023 - 24,"68,000.00"
13130782802,Total workforce,2023 - 24,"69,000.00"
13130782802,Lower quartile,2023 - 24,"54,000.00"
13125300263,Lower middle quartile,2024 - 25,"102,000.00"
13125202253,Lower middle quartile,2024 - 25,"143,000.00"
13125202253,Upper quartile,2023 - 24,"236,000.00"
13125202253,Upper middle quartile,2023 - 24,"163,000.00"
13125202253,Total workforce,2023 - 24,"156,000.00"
13125202253,Lower quartile,2023 - 24,"94,000.00"
13122876019,Lower quartile,2024 - 25,"71,000.00"
13122876019,Lower middle quartile,2024 - 25,"77,000.00"
13116437702,Lower quartile,2024 - 25,"56,000.00"
13116437702,Lower middle quartile,2024 - 25,"84,000.00"
13116437702,Upper quartile,2023 - 24,"196,000.00"
13116437702,Upper middle quartile,2023 - 24,"108,000.00"
13116437702,Total workforce,2023 - 24,"109,000.00"
13115838750,Lower middle quartile,2024 - 25,"91,000.00"
13115838750,Upper quartile,2023 - 24,"150,000.00"
13115838750,Upper middle quartile,2023 - 24,"110,000.00"
13115838750,Total workforce,2023 - 24,"106,000.00"
13115838750,Lower quartile,2023 - 24,"78,000.00"
13109023761,Lower middle quartile,2024 - 25,"70,000.00"
13107390876,Lower middle quartile,2024 - 25,"82,000.00"
13107390876,Upper quartile,2023 - 24,"142,000.00"
13107390876,Upper middle quartile,2023 - 24,"98,000.00"
13107390876,Total workforce,2023 - 24,"96,000.00"
13107390876,Lower quartile,2023 - 24,"66,000.00"
13104755946,Lower middle quartile,2024 - 25,"72,000.00"
13104755946,Upper quartile,2023 - 24,"80,000.00"
13104755946,Upper middle quartile,2023 - 24,"69,000.00"
13104755946,Total workforce,2023 - 24,"67,000.00"
13104755946,Lower quartile,2023 - 24,"57,000.00"
13104553808,Lower middle quartile,2024 - 25,"80,000.00"
13104553808,Upper quartile,2023 - 24,"149,000.00"
13104553808,Upper middle quartile,2023 - 24,"128,000.00"
13104553808,Total workforce,2023 - 24,"106,000.00"
13104553808,Lower quartile,2023 - 24,"58,000.00"
13103972612,Upper quartile,2023 - 24,"864,000.00"
13103972612,Upper middle quartile,2023 - 24,"412,000.00"
13103972612,Total workforce,2023 - 24,"447,000.00"
13103972612,Lower quartile,2023 - 24,"221,000.00"
13103972612,Lower middle quartile,2023 - 24,"304,000.00"
13102455087,Lower middle quartile,2024 - 25,"138,000.00"
13102455087,Upper quartile,2023 - 24,"311,000.00"
13102455087,Upper middle quartile,2023 - 24,"174,000.00"
13102455087,Total workforce,2023 - 24,"176,000.00"
13102455087,Lower quartile,2023 - 24,"91,000.00"
13102449801,Lower middle quartile,2024 - 25,"65,000.00"
13102449801,Upper quartile,2023 - 24,"140,000.00"
13102449801,Upper middle quartile,2023 - 24,"84,000.00"
13102449801,Total workforce,2023 - 24,"88,000.00"
13102449801,Lower quartile,2023 - 24,"57,000.00"
13100134961,Lower middle quartile,2024 - 25,"77,000.00"
13099458590,Lower middle quartile,2024 - 25,"77,000.00"
13099458590,Upper quartile,2023 - 24,"105,000.00"
13099458590,Upper middle quartile,2023 - 24,"88,000.00"
13099458590,Total workforce,2023 - 24,"88,000.00"
13099458590,Lower quartile,2023 - 24,"75,000.00"
13098458229,Lower middle quartile,2024 - 25,"114,000.00"
13098458229,Upper quartile,2023 - 24,"211,000.00"
13098458229,Upper middle quartile,2023 - 24,"113,000.00"
13098458229,Total workforce,2023 - 24,"129,000.00"
13098458229,Lower quartile,2023 - 24,"90,000.00"
13097323781,Lower middle quartile,2024 - 25,"223,000.00"
13097323781,Upper quartile,2023 - 24,"312,000.00"
13097323781,Upper middle quartile,2023 - 24,"237,000.00"
13097323781,Total workforce,2023 - 24,"222,000.00"
13097323781,Lower quartile,2023 - 24,"134,000.00"
13095396866,Lower middle quartile,2024 - 25,"78,000.00"
13095396866,Upper quartile,2023 - 24,"110,000.00"
13095396866,Upper middle quartile,2023 - 24,"90,000.00"
13095396866,Total workforce,2023 - 24,"87,000.00"
13095396866,Lower quartile,2023 - 24,"66,000.00"
13095313723,Lower middle quartile,2024 - 25,"124,000.00"
13095313723,Upper quartile,2023 - 24,"221,000.00"
13095313723,Upper middle quartile,2023 - 24,"149,000.00"
13095313723,Total workforce,2023 - 24,"145,000.00"
13095313723,Lower quartile,2023 - 24,"87,000.00"
13093485628,Upper quartile,2023 - 24,"202,000.00"
13093485628,Upper middle quartile,2023 - 24,"131,000.00"
13093485628,Total workforce,2023 - 24,"131,000.00"
13093485628,Lower quartile,2023 - 24,"86,000.00"
13093485628,Lower middle quartile,2023 - 24,"107,000.00"
13093036429,Lower middle quartile,2024 - 25,"89,000.00"
13093036429,Upper quartile,2023 - 24,"178,000.00"
13093036429,Upper middle quartile,2023 - 24,"105,000.00"
13093036429,Total workforce,2023 - 24,"109,000.00"
13093036429,Lower quartile,2023 - 24,"69,000.00"
13092037262,Lower middle quartile,2024 - 25,"71,000.00"
13092037262,Upper quartile,2023 - 24,"156,000.00"
13092037262,Upper middle quartile,2023 - 24,"84,000.00"
13092037262,Total workforce,2023 - 24,"91,000.00"
13092037262,Lower quartile,2023 - 24,"55,000.00"
13091456567,Lower middle quartile,2024 - 25,"72,000.00"
13091456567,Upper quartile,2023 - 24,"142,000.00"
13091456567,Upper middle quartile,2023 - 24,"88,000.00"
13091456567,Total workforce,2023 - 24,"90,000.00"
13091456567,Lower quartile,2023 - 24,"63,000.00"
13086760198,Lower middle quartile,2024 - 25,"137,000.00"
13086760198,Upper quartile,2023 - 24,"255,000.00"
13086760198,Upper middle quartile,2023 - 24,"160,000.00"
13086760198,Total workforce,2023 - 24,"156,000.00"
13086760198,Lower quartile,2023 - 24,"85,000.00"
13084197795,Lower quartile,2024 - 25,"70,000.00"
13084197795,Lower middle quartile,2024 - 25,"98,000.00"
13084197795,Upper quartile,2023 - 24,"278,000.00"
13084197795,Upper middle quartile,2023 - 24,"143,000.00"
13084197795,Total workforce,2023 - 24,"148,000.00"
13081056902,Lower middle quartile,2024 - 25,"101,000.00"
13080859721,Upper quartile,2023 - 24,"142,000.00"
13080859721,Upper middle quartile,2023 - 24,"97,000.00"
13080859721,Total workforce,2023 - 24,"94,000.00"
13080859721,Lower quartile,2023 - 24,"64,000.00"
13080859721,Lower middle quartile,2023 - 24,"74,000.00"
13080117291,Lower middle quartile,2024 - 25,"141,000.00"
13080037538,Lower middle quartile,2024 - 25,"85,000.00"
13080037538,Upper quartile,2023 - 24,"159,000.00"
13080037538,Upper middle quartile,2023 - 24,"101,000.00"
13080037538,Total workforce,2023 - 24,"104,000.00"
13080037538,Lower quartile,2023 - 24,"73,000.00"
13078202089,Lower middle quartile,2024 - 25,"91,000.00"
13078202089,Upper quartile,2023 - 24,"161,000.00"
13078202089,Upper middle quartile,2024 - 25,"128,000.00"
13078202089,Total workforce,2023 - 24,"101,000.00"
13078202089,Lower quartile,2023 - 24,"63,000.00"
13072747187,Lower middle quartile,2024 - 25,"81,000.00"
13072353452,Lower middle quartile,2024 - 25,"123,000.00"
13072353452,Upper quartile,2023 - 24,"196,000.00"
13072353452,Upper middle quartile,2023 - 24,"112,000.00"
13072353452,Total workforce,2023 - 24,"123,000.00"
13072353452,Lower quartile,2023 - 24,"87,000.00"
13069942552,Upper quartile,2023 - 24,"188,000.00"
13069942552,Upper middle quartile,2023 - 24,"124,000.00"
13069942552,Total workforce,2023 - 24,"124,000.00"
13069942552,Lower quartile,2023 - 24,"84,000.00"
13069942552,Lower middle quartile,2023 - 24,"101,000.00"
13068883509,Lower middle quartile,2024 - 25,"75,000.00"
13068883509,Upper quartile,2023 - 24,"90,000.00"
13068883509,Upper middle quartile,2023 - 24,"75,000.00"
13068883509,Total workforce,2023 - 24,"75,000.00"
13068883509,Lower quartile,2023 - 24,"64,000.00"
13067573291,Lower middle quartile,2024 - 25,"69,000.00"
13067573291,Upper quartile,2023 - 24,"99,000.00"
13067573291,Upper middle quartile,2023 - 24,"59,000.00"
13067573291,Total workforce,2023 - 24,"64,000.00"
13067573291,Lower quartile,2023 - 24,"44,000.00"
13064658975,Lower middle quartile,2024 - 25,"95,000.00"
13064658975,Upper quartile,2023 - 24,"139,000.00"
13064658975,Upper middle quartile,2024 - 25,"128,000.00"
13064658975,Total workforce,2023 - 24,"100,000.00"
13064658975,Lower quartile,2023 - 24,"68,000.00"
13062643609,Lower middle quartile,2024 - 25,"79,000.00"
13062643609,Upper quartile,2023 - 24,"165,000.00"
13062643609,Upper middle quartile,2023 - 24,"88,000.00"
13062643609,Total workforce,2023 - 24,"99,000.00"
13062643609,Lower quartile,2023 - 24,"66,000.00"
13056159570,Lower middle quartile,2024 - 25,"68,000.00"
13056159570,Upper quartile,2023 - 24,"153,000.00"
13056159570,Upper middle quartile,2023 - 24,"83,000.00"
13056159570,Total workforce,2023 - 24,"89,000.00"
13056159570,Lower quartile,2023 - 24,"56,000.00"
13055972908,Lower quartile,2024 - 25,"81,000.00"
13055972908,Lower middle quartile,2024 - 25,"125,000.00"
13055972908,Upper quartile,2023 - 24,"191,000.00"
13055972908,Upper middle quartile,2023 - 24,"147,000.00"
13055972908,Total workforce,2023 - 24,"130,000.00"
13054816590,Lower middle quartile,2024 - 25,"84,000.00"
13054816590,Upper quartile,2023 - 24,"144,000.00"
13054816590,Upper middle quartile,2023 - 24,"95,000.00"
13054816590,Total workforce,2023 - 24,"97,000.00"
13054816590,Lower quartile,2023 - 24,"67,000.00"
13050165921,Lower middle quartile,2024 - 25,"70,000.00"
13050165921,Upper quartile,2023 - 24,"82,000.00"
13050165921,Upper middle quartile,2023 - 24,"70,000.00"
13050165921,Total workforce,2023 - 24,"70,000.00"
13050165921,Lower quartile,2023 - 24,"63,000.00"
13016628724,Lower middle quartile,2024 - 25,"85,000.00"
13016628724,Upper quartile,2023 - 24,"133,000.00"
13016628724,Upper middle quartile,2024 - 25,"131,000.00"
13016628724,Total workforce,2023 - 24,"99,000.00"
13016628724,Lower quartile,2023 - 24,"69,000.00"
13012989761,Lower middle quartile,2024 - 25,"69,000.00"
13012989761,Upper quartile,2023 - 24,"119,000.00"
13012989761,Upper middle quartile,2023 - 24,"90,000.00"
13012989761,Total workforce,2023 - 24,"85,000.00"
13012989761,Lower quartile,2023 - 24,"60,000.00"
13009643252,Lower middle quartile,2024 - 25,"165,000.00"
13009437512,Lower middle quartile,2024 - 25,"148,000.00"
13009437512,Upper quartile,2023 - 24,"233,000.00"
13009437512,Upper middle quartile,2023 - 24,"173,000.00"
13009437512,Total workforce,2023 - 24,"160,000.00"
13009437512,Lower quartile,2023 - 24,"99,000.00"
13009074248,Lower middle quartile,2024 - 25,"74,000.00"
13008474422,Lower middle quartile,2024 - 25,"123,000.00"
13008474422,Upper quartile,2023 - 24,"306,000.00"
13008474422,Upper middle quartile,2023 - 24,"165,000.00"
13008474422,Total workforce,2023 - 24,"166,000.00"
13008474422,Lower quartile,2023 - 24,"81,000.00"
13007871409,Lower middle quartile,2024 - 25,"127,000.00"
13007871409,Upper quartile,2023 - 24,"268,000.00"
13007871409,Upper middle quartile,2023 - 24,"150,000.00"
13007871409,Total workforce,2023 - 24,"157,000.00"
13007871409,Lower quartile,2023 - 24,"92,000.00"
13006165975,Lower middle quartile,2024 - 25,"224,000.00"
13006165975,Upper quartile,2023 - 24,"611,000.00"
13006165975,Upper middle quartile,2023 - 24,"317,000.00"
13006165975,Total workforce,2023 - 24,"320,000.00"
13006165975,Lower quartile,2023 - 24,"133,000.00"
13006125837,Lower middle quartile,2024 - 25,"76,000.00"
